Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF
YADDO,5,3,1.1,NULL,NULL
yah,3,1379,7.23,6.9,2.55
yahoos,6,361,5.89,0.24,1.11
YAHWE,5,2,0.69,NULL,NULL
YAKIMA,6,335,5.81,0.12,0.85
yakked,6,5,1.61,0.06,0.6
yakking,7,46,3.83,0.69,1.56
YAKOV,5,78,4.36,NULL,NULL
YALAGALOO,9,0,0,NULL,NULL
YALIES,6,5,1.61,NULL,NULL
YAMABE,6,3,1.1,NULL,NULL
YAMATA,6,7,1.95,NULL,NULL
yammered,8,6,1.79,NULL,NULL
yammering,9,97,4.57,0.73,1.58
yammers,7,2,0.69,NULL,NULL
yams,4,117,4.76,0.86,1.65
yang,4,14806,9.6,4.94,2.4
YANKEEFICATION,14,0,0,NULL,NULL
YANKTON,7,27,3.3,NULL,NULL
yapped,6,7,1.95,0.06,0.6
yaps,4,17,2.83,0.16,0.95
YAQUI,5,22,3.09,NULL,NULL
yardages,8,11,2.4,NULL,NULL
yardarm,7,18,2.89,0.2,1.04
yardarms,8,3,1.1,0.04,0.48
yardsticks,10,55,4.01,0.04,0.48
YARDUMIAN,9,0,0,NULL,NULL
yarned,6,0,0,NULL,NULL
yarning,7,2,0.69,NULL,NULL
yashmak,7,0,0,NULL,NULL
yashmaks,8,1,0,NULL,NULL
YASSUHS,7,0,0,NULL,NULL
yaw,3,435,6.08,0.22,1.08
yawed,5,7,1.95,NULL,NULL
yawing,6,53,3.97,0.06,0.6
yawls,5,1,0,0.04,0.48
yawned,6,152,5.02,0.1,0.78
yawns,5,87,4.47,0.59,1.49
yd,2,625,6.44,0.22,1.08
YE'RE,5,10,2.3,NULL,NULL
yearbooks,9,87,4.47,0.35,1.28
YEARD,5,16,2.77,NULL,NULL
yearlings,9,23,3.14,0.2,1.04
yearns,6,83,4.42,0.29,1.2
yeas,4,158,5.06,0.18,1
yeastier,8,0,0,NULL,NULL
yeastiest,9,0,0,NULL,NULL
YEDISAN,7,0,0,NULL,NULL
YEHHH,5,1,0,NULL,NULL
YEHUDI,6,32,3.47,NULL,NULL
YELLERISH,9,0,0,NULL,NULL
YELLIN,6,88,4.48,NULL,NULL
yellower,8,10,2.3,NULL,NULL
yellowest,9,5,1.61,NULL,NULL
yellowness,10,1,0,0.02,0.3
yellows,7,323,5.78,0.47,1.4
yells,5,974,6.88,4.24,2.34
Yemeni,6,135,4.91,NULL,NULL
Yemenis,7,30,3.4,NULL,NULL
YENI,4,724,6.58,NULL,NULL
yenned,6,0,0,NULL,NULL
yenning,7,0,0,NULL,NULL
yens,4,43,3.76,0.06,0.6
yeomanry,8,25,3.22,NULL,NULL
yeomen,6,43,3.76,0.04,0.48
yeses,5,12,2.48,0.04,0.48
YESIREE,7,17,2.83,NULL,NULL
yesterdays,10,307,5.73,0.45,1.38
yetis,5,91,4.51,NULL,NULL
yew,3,383,5.95,0.04,0.48
yews,4,29,3.37,NULL,NULL
YFF,3,12,2.48,NULL,NULL
yid,3,53,3.97,0.12,0.85
yids,4,14,2.64,0.04,0.48
yieldingly,10,0,0,NULL,NULL
YINGER,6,7,1.95,NULL,NULL
yob,3,33,3.5,0.06,0.6
yobbo,5,10,2.3,0.02,0.3
yobbos,6,16,2.77,NULL,NULL
yobs,4,59,4.08,NULL,NULL
yodelled,8,0,0,NULL,NULL
yodeller,8,1,0,0.04,0.48
yodellers,9,0,0,NULL,NULL
yodelling,9,23,3.14,0.02,0.3
yodels,6,23,3.14,0.24,1.11
yoghurt,7,187,5.23,0.35,1.28
yoghurts,8,5,1.61,0.02,0.3
yogi,4,1081,6.99,0.76,1.6
yogis,5,139,4.93,0.1,0.78
YOK,3,1124,7.02,0.02,0.3
yoked,5,169,5.13,0.1,0.78
yokes,5,74,4.3,0.02,0.3
yoking,6,8,2.08,NULL,NULL
YOKNAPATAWPHA,13,3,1.1,NULL,NULL
YOKOSUKA,8,51,3.93,NULL,NULL
YOKUSUKA,8,0,0,NULL,NULL
YOKUTS,6,1,0,NULL,NULL
yolks,5,491,6.2,0.16,0.95
YONEDA,6,15,2.71,NULL,NULL
YONGST,6,0,0,NULL,NULL
yonks,5,33,3.5,NULL,NULL
YOOEE,5,0,0,NULL,NULL
YOORICK,7,0,0,NULL,NULL
YORI,4,57,4.04,NULL,NULL
yorker,6,1160,7.06,2.1,2.03
yorkers,7,351,5.86,1.25,1.81
YOSHIMOTO'S,11,2,0.69,NULL,NULL
YOU'S,5,205,5.32,NULL,NULL
YOU'UNS,7,1,0,NULL,NULL
YOUNGUH,7,0,0,NULL,NULL
youthfully,10,9,2.2,0.02,0.3
youthfulness,12,24,3.18,NULL,NULL
YOW,3,569,6.34,0.51,1.43
yowled,6,8,2.08,NULL,NULL
yowling,7,51,3.93,0.16,0.95
yowls,5,15,2.71,0.02,0.3
YR,2,8151,9.01,0.25,1.15
YS,2,766,6.64,0.06,0.6
YTIME,5,1,0,NULL,NULL
YUBA,4,119,4.78,NULL,NULL
yuccas,6,0,0,0.06,0.6
Yugoslavians,12,18,2.89,NULL,NULL
Yugoslavs,9,77,4.34,NULL,NULL
YUH,3,128,4.85,0.16,0.95
YUJOBO,6,0,0,NULL,NULL
YUKI,4,95,4.55,NULL,NULL
yule,4,132,4.88,0.37,1.3
YURI,4,1282,7.16,NULL,NULL
YUROCHKA,8,0,0,NULL,NULL
YUSE,4,5,1.61,NULL,NULL
YVETTE,6,200,5.3,NULL,NULL
YYYY,4,538,6.29,NULL,NULL
ZABEL,5,33,3.5,NULL,NULL
ZACHRISSON,10,0,0,NULL,NULL
ZACHRISSON'S,12,0,0,NULL,NULL
ZADEL,5,4,1.39,NULL,NULL
Zairean,7,10,2.3,NULL,NULL
Zaireans,8,1,0,NULL,NULL
Zambian,7,24,3.18,NULL,NULL
Zambians,8,2,0.69,NULL,NULL
ZAMIATIN'S,10,0,0,NULL,NULL
zanier,6,5,1.61,NULL,NULL
zanies,6,2,0.69,0.02,0.3
zaniest,7,7,1.95,NULL,NULL
ZANZIBAR,8,220,5.39,0.45,1.38
ZAPALA,6,12,2.48,NULL,NULL
ZAPOROGIAN,10,0,0,NULL,NULL
zapped,6,597,6.39,0.71,1.57
zapping,7,529,6.27,0.2,1.04
zaps,4,184,5.21,0.16,0.95
ZARA,4,161,5.08,NULL,NULL
ZAROUBIN,8,0,0,NULL,NULL
zealots,7,795,6.68,0.18,1
zealousness,11,25,3.22,0.04,0.48
ZEBEK,5,0,0,NULL,NULL
zebras,6,139,4.93,0.51,1.43
zebu,4,21,3.04,NULL,NULL
zebus,5,1,0,NULL,NULL
zed,3,682,6.53,1.02,1.72
zeds,4,15,2.71,NULL,NULL
zee,3,974,6.88,1.14,1.77
zees,4,19,2.94,NULL,NULL
ZEFFIRELLI,10,36,3.58,NULL,NULL
ZEISING,7,3,1.1,NULL,NULL
ZEISS,5,365,5.9,0.02,0.3
ZEME,4,40,3.69,NULL,NULL
ZEMLINSKY,9,19,2.94,NULL,NULL
ZEMLYA,6,12,2.48,NULL,NULL
zenana,6,1,0,NULL,NULL
zenanas,7,0,0,NULL,NULL
ZENDO,5,12,2.48,0.02,0.3
zenithal,8,2,0.69,NULL,NULL
zeniths,7,16,2.77,NULL,NULL
ZENNIST,7,5,1.61,NULL,NULL
zephyrs,7,40,3.69,NULL,NULL
zeppelins,9,67,4.2,0.14,0.9
ZHITKOV,7,0,0,NULL,NULL
WERTHER,7,52,3.95,NULL,NULL
WES,3,3105,8.04,NULL,NULL
WESKER,6,2,0.69,NULL,NULL
Wesleyans,9,2,0.69,NULL,NULL
WESSON,6,715,6.57,NULL,NULL
WESTBROOK,9,788,6.67,NULL,NULL
westernized,11,136,4.91,0.04,0.48
westernizes,11,1,0,NULL,NULL
westernizing,12,1,0,NULL,NULL
westernmost,11,42,3.74,0.02,0.3
westerns,8,345,5.84,0.73,1.58
WESTFIELD,9,474,6.16,NULL,NULL
WESTHAMPTON,11,12,2.48,NULL,NULL
WESTMORE,8,33,3.5,NULL,NULL
WESTON,6,1684,7.43,NULL,NULL
WESTPHALIA,10,81,4.39,0.02,0.3
WESTPORT,8,320,5.77,NULL,NULL
WESTWOOD,8,957,6.86,NULL,NULL
wether,6,1833,7.51,0.14,0.9
wethers,7,1,0,NULL,NULL
wets,4,98,4.58,0.35,1.28
wettest,7,47,3.85,0.08,0.7
wettings,8,5,1.61,NULL,NULL
WEXLER,6,217,5.38,NULL,NULL
WEYBOSSET,9,5,1.61,NULL,NULL
whackers,8,8,2.08,NULL,NULL
whacking,8,326,5.79,1.25,1.81
whackings,9,3,1.1,NULL,NULL
whacks,6,206,5.33,0.51,1.43
WHADDYA,7,576,6.36,NULL,NULL
whaled,6,8,2.08,0.08,0.7
whalers,7,676,6.52,0.18,1
whales,6,2222,7.71,5.82,2.47
whams,5,10,2.3,NULL,NULL
whang,5,33,3.5,0.1,0.78
whanged,7,2,0.69,NULL,NULL
whanging,8,8,2.08,NULL,NULL
whangs,6,12,2.48,0.02,0.3
wharfage,8,0,0,NULL,NULL
wharfs,6,21,3.04,0.02,0.3
whate'er,8,4,1.39,NULL,NULL
WHATMAN,7,5,1.61,NULL,NULL
whatnots,8,15,2.71,0.08,0.7
whatsoe'er,10,2,0.69,NULL,NULL
WHEARE,6,2,0.69,NULL,NULL
wheaten,7,358,5.88,0.02,0.3
WHEATON,7,717,6.58,NULL,NULL
WHEE,4,237,5.47,1.69,1.94
wheedle,7,70,4.25,0.1,0.78
wheedled,8,12,2.48,0.02,0.3
wheedles,8,0,0,0.02,0.3
wheedling,9,60,4.09,0.04,0.48
WHEELAN'S,9,0,0,NULL,NULL
wheelbarrows,12,24,3.18,0.06,0.6
wheelbases,10,13,2.56,NULL,NULL
wheelchairs,11,250,5.52,0.31,1.23
WHEELER,7,2395,7.78,3.82,2.29
WHEELER'S,9,107,4.67,NULL,NULL
wheelhouses,11,1,0,NULL,NULL
WHEELOCK,8,110,4.7,NULL,NULL
WHEELOCK'S,10,2,0.69,NULL,NULL
wheelwrights,12,1,0,0.02,0.3
wheezier,8,0,0,NULL,NULL
wheeziest,9,0,0,NULL,NULL
wheezily,8,0,0,0.02,0.3
wheeziness,10,1,0,NULL,NULL
WHELAN,6,326,5.79,NULL,NULL
whelk,5,19,2.94,0.04,0.48
whelks,6,5,1.61,0.02,0.3
whelped,7,32,3.47,0.02,0.3
whelping,8,92,4.52,NULL,NULL
whelps,6,142,4.96,0.02,0.3
WHER,4,326,5.79,NULL,NULL
WHEREEVER,9,388,5.96,NULL,NULL
whereunto,9,7,1.95,NULL,NULL
wherries,8,6,1.79,NULL,NULL
wherry,6,23,3.14,0.08,0.7
whets,5,10,2.3,0.04,0.48
whetstones,10,21,3.04,NULL,NULL
whetting,8,5,1.61,0.02,0.3
whiffed,7,37,3.61,0.06,0.6
whiffier,8,0,0,NULL,NULL
whiffiest,9,0,0,NULL,NULL
whiffing,8,13,2.56,0.04,0.48
whiffs,6,37,3.61,0.04,0.48
whiffy,6,0,0,0.08,0.7
whimpered,9,411,6.02,0.08,0.7
whimpers,8,133,4.89,1.51,1.89
whimsicalities,14,0,0,0.04,0.48
whimsies,8,5,1.61,NULL,NULL
whin,4,54,3.99,NULL,NULL
whiner,6,718,6.58,0.27,1.18
whimsicality,12,2,0.69,NULL,NULL
whimsically,11,45,3.81,NULL,NULL
whiners,7,625,6.44,0.14,0.9
whines,6,628,6.44,0.63,1.52
whinnies,8,2,0.69,0.71,1.57
whinnying,9,4,1.39,0.8,1.62
whipcord,8,4,1.39,NULL,NULL
whippersnappers,15,19,2.94,0.04,0.48
whippets,8,96,4.56,0.04,0.48
whippier,8,2,0.69,NULL,NULL
whippiest,9,0,0,NULL,NULL
whippings,9,71,4.26,0.06,0.6
WHIPPLE,7,183,5.21,NULL,NULL
WHIPPLE'S,9,1,0,NULL,NULL
whippoorwills,13,2,0.69,NULL,NULL
WHIPSAWED,9,24,3.18,NULL,NULL
WHIPSNADE,9,2,0.69,NULL,NULL
whirligigs,10,2,0.69,NULL,NULL
whirlpools,10,83,4.42,0.08,0.7
whirls,6,69,4.23,NULL,NULL
whirlwinds,10,25,3.22,0.02,0.3
whirlybird,10,11,2.4,0.16,0.95
whirlybirds,11,6,1.79,0.04,0.48
whirr,5,27,3.3,0.02,0.3
whirred,7,37,3.61,NULL,NULL
whirrs,6,28,3.33,0.18,1
whiskies,8,29,3.37,0.16,0.95
whisks,6,22,3.09,0.1,0.78
whisperers,10,5,1.61,0.12,0.85
whist,5,27,3.3,0.22,1.08
whistles,8,1372,7.22,4.24,2.34
whit,4,713,6.57,1.94,2
WHITCOMB,8,86,4.45,NULL,NULL
whitebait,9,10,2.3,NULL,NULL
whitecaps,9,15,2.71,0.02,0.3
Whitehall,9,146,4.98,0.53,1.45
WHITELEAF,9,1,0,NULL,NULL
WHITELEY,8,108,4.68,NULL,NULL
WHITEMAN,8,98,4.58,NULL,NULL
WHITEMARSH,10,6,1.79,NULL,NULL
whiter,6,163,5.09,0.73,1.58
whitest,7,49,3.89,0.35,1.28
whitethorn,10,3,1.1,NULL,NULL
whitethorns,11,0,0,NULL,NULL
whitethroat,11,0,0,NULL,NULL
whitethroats,12,0,0,NULL,NULL
whitewashes,11,2,0.69,NULL,NULL
whitewashing,12,33,3.5,0.06,0.6
WHITEY,6,254,5.54,7.92,2.61
WHITFIELD,9,370,5.91,1.59,1.91
Whitsun,7,3,1.1,0.02,0.3
Whitsuns,8,0,0,NULL,NULL
Whitsuntide,11,1,0,0.02,0.3
Whitsuntides,12,0,0,NULL,NULL
WHITTAKER,9,258,5.55,NULL,NULL
WHITTIER,8,279,5.63,NULL,NULL
WHITTIER'S,10,7,1.95,NULL,NULL
whittled,8,84,4.43,0.18,1
whittler,8,13,2.56,0.08,0.7
whittlers,9,1,0,0.02,0.3
whittles,8,8,2.08,0.04,0.48
whittling,9,60,4.09,0.31,1.23
whizzes,7,36,3.58,0.08,0.7
whodunits,9,6,1.79,0.04,0.48
WHODUNNIT,9,78,4.36,0.02,0.3
wholesaler,10,357,5.88,0.18,1
wholesomeness,13,26,3.26,0.1,0.78
whooped,7,60,4.09,0.37,1.3
whoops,6,1548,7.34,4.47,2.36
whooshes,8,4,1.39,0.18,1
whop,4,40,3.69,0.2,1.04
whopped,7,16,2.77,0.08,0.7
whops,5,6,1.79,0.02,0.3
whorehouses,11,33,3.5,0.2,1.04
whoremongers,12,4,1.39,NULL,NULL
whorled,7,5,1.61,NULL,NULL
whortleberries,14,0,0,0.02,0.3
whortleberry,12,0,0,NULL,NULL
whoso,5,104,4.64,0.02,0.3
WHY'N,5,1,0,NULL,NULL
WHYFORES,8,0,0,NULL,NULL
WHYN'T,6,2,0.69,NULL,NULL
whys,4,177,5.18,0.31,1.23
wickeder,8,3,1.1,NULL,NULL
wickedest,9,18,2.89,0.16,0.95
WICKHAM,7,143,4.96,NULL,NULL
wicks,5,294,5.68,0.49,1.42
WIDEGRIP,8,1,0,NULL,NULL
WIDENER,7,187,5.23,NULL,NULL
widening,8,572,6.35,0.27,1.18
wides,5,42,3.74,0.02,0.3
widgeon,7,16,2.77,0.51,1.43
widgeons,8,0,0,NULL,NULL
widowers,8,43,3.76,0.12,0.85
WIDSITH,7,1,0,NULL,NULL
WIDTHWISE,9,13,2.56,NULL,NULL
WIEDERUM,8,32,3.47,NULL,NULL
WIELAND,7,201,5.3,NULL,NULL
wielders,8,32,3.47,0.02,0.3
wielding,8,570,6.35,0.27,1.18
wields,6,230,5.44,0.24,1.11
wifelier,8,0,0,NULL,NULL
wifeliest,9,0,0,NULL,NULL
wigged,6,35,3.56,0.45,1.38
wigging,7,15,2.71,0.37,1.3
wiggings,8,4,1.39,NULL,NULL
wiggler,7,24,3.18,0.16,0.95
wigglers,8,56,4.03,0.1,0.78
wiggles,7,163,5.09,0.39,1.32
wight,5,724,6.58,0.24,1.11
wights,6,59,4.08,NULL,NULL
wigs,4,334,5.81,1.39,1.86
wigwams,7,2,0.69,0.08,0.7
WIL,3,2713,7.91,NULL,NULL
WILCKE,6,11,2.4,NULL,NULL
wilco,5,94,4.54,0.59,1.49
WILCOX,6,2002,7.6,NULL,NULL
wildcats,8,919,6.82,1.59,1.91
WILDE,5,1596,7.38,NULL,NULL
wildebeests,11,13,2.56,0.18,1
WILDENSTEIN,11,2,0.69,NULL,NULL
WILDER'S,8,37,3.61,NULL,NULL
wildernesses,12,24,3.18,0.02,0.3
WILDHACK,8,23,3.14,NULL,NULL
wilds,5,2433,7.8,0.31,1.23
WILEY,5,2391,7.78,NULL,NULL
WILFRID,7,536,6.28,NULL,NULL
wilful,6,84,4.43,0.24,1.11
wilfully,8,130,4.87,0.14,0.9
wilfulness,10,1,0,0.02,0.3
WILHELMINA,10,51,3.93,NULL,NULL
wilier,6,10,2.3,NULL,NULL
wiliest,7,3,1.1,NULL,NULL
WILIGIS,7,0,0,NULL,NULL
WILKES,6,858,6.75,NULL,NULL
WILKEY,6,24,3.18,NULL,NULL
WILKINSON,9,1735,7.46,NULL,NULL
WILLA,5,102,4.62,NULL,NULL
WILLAMETTE,10,478,6.17,NULL,NULL
WILLARD,7,864,6.76,NULL,NULL
WILLCOX,7,104,4.64,NULL,NULL
WILLEM,6,506,6.23,NULL,NULL
WILLETT,7,238,5.47,NULL,NULL
WILLIAM'S,9,223,5.41,NULL,NULL
Williams,8,21194,9.96,16.78,2.93
WILLIAMSON'S,12,44,3.78,NULL,NULL
willies,7,204,5.32,0.88,1.66
WILLINGE,8,0,0,NULL,NULL
WILLINGS,8,0,0,NULL,NULL
WILLYA,6,95,4.55,NULL,NULL
WILMETTE,8,161,5.08,NULL,NULL
WILMINGTON,10,990,6.9,NULL,NULL
WILSHIRE,8,950,6.86,NULL,NULL
wilting,7,66,4.19,0.14,0.9
Wilton,6,472,6.16,1.35,1.85
Wiltons,7,3,1.1,NULL,NULL
wilts,5,300,5.7,0.04,0.48
Wimpies,7,24,3.18,NULL,NULL
wimple,6,8,2.08,0.16,0.95
wimples,7,8,2.08,NULL,NULL
Wimpy,5,1085,6.99,0.84,1.64
WIMSATT,7,10,2.3,NULL,NULL
winces,6,62,4.13,0.16,0.95
wincey,6,1,0,NULL,NULL
winceyette,10,0,0,NULL,NULL
winch,5,490,6.19,1.35,1.85
winched,7,19,2.94,NULL,NULL
WINCHELL,8,65,4.17,NULL,NULL
winching,8,58,4.06,NULL,NULL
windbags,8,22,3.09,0.02,0.3
windbreakers,12,16,2.77,0.02,0.3
windcheater,11,2,0.69,0.02,0.3
windcheaters,12,1,0,NULL,NULL
windfalls,9,10,2.3,0.02,0.3
WINDHAM,7,434,6.07,NULL,NULL
windier,7,12,2.48,NULL,NULL
windiest,8,8,2.08,0.06,0.6
windily,7,0,0,NULL,NULL
windiness,9,1,0,NULL,NULL
windjammers,11,22,3.09,NULL,NULL
windlass,8,58,4.06,0.02,0.3
windlasses,10,4,1.39,NULL,NULL
windmills,9,266,5.58,0.55,1.46
windowsills,11,13,2.56,0.04,0.48
windpipe,8,85,4.44,0.9,1.67
windpipes,9,0,0,0.04,0.48
windscreens,11,25,3.22,0.04,0.48
windshields,11,148,5,0.31,1.23
windsleeves,11,0,0,NULL,NULL
windsocks,9,24,3.18,NULL,NULL
windstorms,10,16,2.77,0.04,0.48
winebibber,10,0,0,NULL,NULL
winebibbers,11,0,0,NULL,NULL
winebibbing,11,0,0,NULL,NULL
wineglasses,11,3,1.1,0.02,0.3
WINEHEAD,8,0,0,NULL,NULL
winepresses,11,0,0,NULL,NULL
wineskins,9,13,2.56,NULL,NULL
WINFIELD,8,688,6.53,NULL,NULL
wingers,7,469,6.15,0.04,0.48
wingspans,9,7,1.95,NULL,NULL
wingspreads,11,0,0,NULL,NULL
winkers,7,1,0,NULL,NULL
winkle,6,108,4.68,0.67,1.54
winkles,7,15,2.71,0.04,0.48
winks,5,247,5.51,0.55,1.46
WINNETKA,8,83,4.42,NULL,NULL
WINNIPESAUKEE,13,11,2.4,NULL,NULL
winnow,6,34,3.53,NULL,NULL
winnowed,8,31,3.43,0.02,0.3
winnowing,9,56,4.03,0.02,0.3
winnows,7,4,1.39,NULL,NULL
WINOOSKI,8,16,2.77,NULL,NULL
WINOS,5,469,6.15,0.43,1.36
WINSETT,7,27,3.3,NULL,NULL
WINSLOW,7,274,5.61,1.14,1.77
WINSLOW'S,9,5,1.61,NULL,NULL
winsomely,9,2,0.69,0.02,0.3
winsomeness,11,2,0.69,0.02,0.3
WINSOR,6,123,4.81,NULL,NULL
winterier,9,0,0,NULL,NULL
winteriest,10,0,0,NULL,NULL
WINTHROP,8,500,6.21,NULL,NULL
wintrier,8,0,0,NULL,NULL
wintriest,9,0,0,NULL,NULL
wipers,6,385,5.95,0.43,1.36
wipes,5,736,6.6,1.39,1.86
wirelesses,10,2,0.69,NULL,NULL
wiretapped,10,14,2.64,NULL,NULL
wiretapping,11,166,5.11,0.1,0.78
wiretaps,8,122,4.8,0.31,1.23
wireworms,9,0,0,NULL,NULL
wirier,6,0,0,NULL,NULL
wiriest,7,0,0,NULL,NULL
wiriness,8,1,0,NULL,NULL
WIS,3,552,6.31,0.06,0.6
wiseacre,8,11,2.4,0.1,0.78
wiseacres,9,41,3.71,0.02,0.3
wisecracking,12,25,3.22,0.14,0.9
wisecracks,10,77,4.34,0.47,1.4
WISED,5,117,4.76,0.22,1.08
WISHART,7,56,4.03,NULL,NULL
wishbones,9,28,3.33,0.02,0.3
wishfully,9,24,3.18,NULL,NULL
WISMAN,6,27,3.3,NULL,NULL
WISMAN'S,8,0,0,NULL,NULL
wispier,7,0,0,NULL,NULL
wispiest,8,0,0,NULL,NULL
WISSAHICKON,11,5,1.61,NULL,NULL
Wistar,6,74,4.3,NULL,NULL
WISTER,6,3,1.1,NULL,NULL
wisterias,9,12,2.48,NULL,NULL
wistfulness,11,5,1.61,0.02,0.3
witchdoctors,12,7,1.95,NULL,NULL
witchery,8,15,2.71,0.06,0.6
witching,8,210,5.35,0.27,1.18
withdrawals,11,336,5.82,0.49,1.42
withdraws,9,261,5.56,0.35,1.28
withe,5,202,5.31,NULL,NULL
witheringly,11,8,2.08,NULL,NULL
withers,7,2115,7.66,0.63,1.52
WITHERSPOON,11,308,5.73,NULL,NULL
withes,6,1,0,NULL,NULL
withholds,9,134,4.9,0.04,0.48
withies,7,0,0,NULL,NULL
withstanding,12,309,5.73,0.29,1.2
withy,5,9,2.2,NULL,NULL
witlessly,9,7,1.95,NULL,NULL
witlessness,11,5,1.61,NULL,NULL
WITOLD,6,61,4.11,NULL,NULL
WITT,4,488,6.19,NULL,NULL
WITTER,6,246,5.51,2.88,2.17
witticism,9,64,4.16,0.16,0.95
witticisms,10,88,4.48,0.04,0.48
wittier,7,29,3.37,0.04,0.48
wittiest,8,53,3.97,0.1,0.78
wittily,7,17,2.83,0.02,0.3
wittiness,9,18,2.89,NULL,NULL
wizards,7,4151,8.33,1.08,1.75
wizen,5,4,1.39,NULL,NULL
wizened,7,59,4.08,0.04,0.48
wizening,8,0,0,NULL,NULL
wizens,6,0,0,NULL,NULL
wo,2,2115,7.66,1.14,1.77
woad,4,83,4.42,0.04,0.48
wobbler,7,24,3.18,NULL,NULL
wobblers,8,7,1.95,NULL,NULL
wobbles,7,161,5.08,0.18,1
wobbliest,9,0,0,NULL,NULL
WOBURN,6,445,6.1,NULL,NULL
WOD,3,345,5.84,0.02,0.3
woefully,8,538,6.29,0.2,1.04
woes,4,714,6.57,0.53,1.45
wog,3,280,5.63,0.04,0.48
wogs,4,138,4.93,0.04,0.48
WOHAW,5,0,0,NULL,NULL
WOHAWS,6,0,0,NULL,NULL
WOHD,4,0,0,NULL,NULL
woken,5,447,6.1,1.49,1.89
WOLCOTT,7,102,4.62,NULL,NULL
WOLCYRZ,7,0,0,NULL,NULL
wold,4,343,5.84,0.02,0.3
WOLDE,5,10,2.3,NULL,NULL
wolds,5,0,0,NULL,NULL
WOLFE,5,1485,7.3,NULL,NULL
wolfed,6,50,3.91,0.06,0.6
WOLFES,6,10,2.3,NULL,NULL
vivariums,9,2,0.69,NULL,NULL
vivas,5,136,4.91,NULL,NULL
VIVE,4,820,6.71,0.75,1.59
VIVIER,6,13,2.56,NULL,NULL
vivifies,8,0,0,NULL,NULL
vivifying,9,2,0.69,0.02,0.3
viviparous,10,6,1.79,NULL,NULL
vivisect,8,18,2.89,NULL,NULL
vivisected,10,19,2.94,NULL,NULL
vivisecting,11,1,0,0.02,0.3
vivisectionist,14,19,2.94,0.02,0.3
vivisectionists,15,45,3.81,NULL,NULL
vivisections,12,7,1.95,NULL,NULL
vivisects,9,0,0,NULL,NULL
VIVO,4,971,6.88,0.16,0.95
vixenish,8,2,0.69,NULL,NULL
vixens,6,120,4.79,0.12,0.85
VIYELLA,7,3,1.1,NULL,NULL
VIZ,3,1806,7.5,0.02,0.3
vizier,6,165,5.11,0.25,1.15
viziers,7,25,3.22,NULL,NULL
VLADILEN,8,26,3.26,NULL,NULL
vocabs,6,0,0,NULL,NULL
vocalized,9,38,3.64,NULL,NULL
vocalizes,9,5,1.61,NULL,NULL
vocalizing,10,34,3.53,0.22,1.08
vocations,9,146,4.98,0.02,0.3
VOCABULARIANISM,15,0,0,NULL,NULL
vocative,8,22,3.09,NULL,NULL
vocatives,9,2,0.69,NULL,NULL
VOCE,4,887,6.79,0.14,0.9
voces,5,186,5.23,NULL,NULL
vociferated,11,1,0,NULL,NULL
vociferates,11,0,0,NULL,NULL
vociferating,12,0,0,0.02,0.3
vodkas,6,14,2.64,0.1,0.78
VOEGELIN,8,15,2.71,NULL,NULL
vogues,6,31,3.43,NULL,NULL
voicing,7,601,6.4,0.22,1.08
voided,6,190,5.25,0.1,0.78
voiding,7,117,4.76,NULL,NULL
voile,5,73,4.29,0.04,0.48
VOITURE,7,96,4.56,0.06,0.6
vol,3,19090,9.86,0.16,0.95
VOLARE,6,128,4.85,NULL,NULL
volatilities,12,27,3.3,NULL,NULL
volcanoes,9,775,6.65,0.9,1.67
vole,4,86,4.45,1.75,1.95
VOLENS,6,12,2.48,NULL,NULL
voles,5,42,3.74,NULL,NULL
volitional,10,134,4.9,NULL,NULL
VOLKENSTEIN,11,0,0,NULL,NULL
VOLKER,6,725,6.59,NULL,NULL
VOLKSGEIST,10,1,0,NULL,NULL
volleyballs,11,15,2.71,NULL,NULL
volleyed,8,12,2.48,0.04,0.48
volleying,9,23,3.14,NULL,NULL
volleys,7,112,4.72,0.18,1
VOLNEY,6,25,3.22,NULL,NULL
VOLSTEAD,8,5,1.61,NULL,NULL
VOLTA,5,601,6.4,0.25,1.15
VOLTA'S,7,0,0,NULL,NULL
VOLTAIRE,8,2255,7.72,0.59,1.49
VOLTAIRE'S,10,71,4.26,NULL,NULL
volubility,10,4,1.39,0.02,0.3
volubly,7,5,1.61,NULL,NULL
voluminously,12,4,1.39,NULL,NULL
voluminousness,14,5,1.61,NULL,NULL
voluntaries,11,0,0,NULL,NULL
voluptuaries,12,2,0.69,NULL,NULL
voluptuary,10,0,0,NULL,NULL
voluptuously,12,3,1.1,NULL,NULL
voluptuousness,14,5,1.61,NULL,NULL
volute,6,12,2.48,NULL,NULL
voluted,7,0,0,NULL,NULL
volutes,7,2,0.69,NULL,NULL
VOM,3,871,6.77,NULL,NULL
VOMICA,6,16,2.77,NULL,NULL
vomited,7,143,4.96,0.98,1.71
vomits,6,88,4.48,0.45,1.38
VON,3,13984,9.55,10.86,2.74
VONNEGUT'S,10,72,4.28,NULL,NULL
voodooism,9,3,1.1,0.04,0.48
VOORHEES,8,195,5.27,NULL,NULL
VOPOS,5,2,0.69,NULL,NULL
voracity,8,92,4.52,NULL,NULL
VOROSHILOV,10,8,2.08,NULL,NULL
vortexes,8,43,3.76,0.02,0.3
